F,VENUE,TEAMS,DATE,Win,Road PTS,Home PTS,1Q,2Q,3Q,4Q,OT1,OT2,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,AST,PF,STL,TO,BLK,PTS,POSS,PACE,OEFF,DEFF,TEAM REST DAYS,DATASET
76,Road,Chicago,6/28/2019,0,76,79,21,22,22,11,,,200,31,65,5,16,9,14,9,28,37,18,19,6,15,4,76,77.16,77.16,98.496630378,101.856627127,1,WNBA 2019 Regular Season
102,Home,Las Vegas,6/29/2019,1,97,102,25,20,18,21,18,,225,37,77,2,12,26,32,12,38,50,31,12,3,10,2,102,89.08,79.182222222,114.503816794,105.480643758,1,WNBA 2019 Regular Season
97,Road,Indiana,6/29/2019,0,97,102,33,12,16,23,13,,225,39,89,13,24,6,9,7,25,32,30,22,4,6,5,97,91.96,81.742222222,105.480643758,114.503816794,B2B,WNBA 2019 Regular Season
102,Home,Washington,6/29/2019,1,59,102,29,27,22,24,,,200,34,64,13,30,21,21,5,35,40,23,13,12,12,2,102,80.24,80.24,127.118644068,74.009031611,2,WNBA 2019 Regular Season
59,Road,Connecticut,6/29/2019,0,59,102,15,15,15,14,,,200,22,73,5,20,10,13,13,20,33,11,18,10,14,1,59,79.72,79.72,74.009031611,127.118644068,2,WNBA 2019 Regular Season
58,Home,Atlanta,6/30/2019,0,74,58,16,12,20,10,,,200,19,70,8,28,12,15,7,23,30,14,16,8,15,9,58,84.6,84.6,68.557919622,91.177920158,3+,WNBA 2019 Regular Season
74,Road,New York,6/30/2019,1,74,58,19,20,17,18,,,200,31,71,1,11,11,14,10,33,43,17,22,10,14,5,74,81.16,81.16,91.177920158,68.557919622,1,WNBA 2019 Regular Season
89,Home,Dallas,6/30/2019,1,86,89,21,20,22,26,,,200,30,61,11,22,18,21,5,31,36,22,19,3,15,3,89,80.24,80.24,110.917248255,102.527420124,1,WNBA 2019 Regular Season
86,Road,Minnesota,6/30/2019,0,86,89,23,30,16,17,,,200,30,70,6,20,20,27,5,22,27,23,18,9,7,3,86,83.88,83.88,102.527420124,110.917248255,3+,WNBA 2019 Regular Season
94,Home,Los Angeles,6/30/2019,1,69,94,24,24,23,23,,,200,35,71,10,24,14,15,10,26,36,21,15,8,14,6,94,81.6,81.6,115.196078431,83.413926499,2,WNBA 2019 Regular Season
69,Road,Chicago,6/30/2019,0,69,94,21,15,14,19,,,200,24,72,10,24,11,13,9,22,31,13,14,7,14,7,69,82.72,82.72,83.413926499,115.196078431,1,WNBA 2019 Regular Season
67,Home,Seattle,6/30/2019,0,69,67,12,21,15,19,,,200,27,65,7,23,6,9,8,29,37,20,13,3,12,4,67,72.96,72.96,91.831140351,92.04909285,1,WNBA 2019 Regular Season
69,Road,Phoenix,6/30/2019,1,69,67,19,15,17,18,,,200,27,68,6,27,9,9,3,26,29,13,9,6,6,5,69,74.96,74.96,92.04909285,91.831140351,1,WNBA 2019 Regular Season
90,Home,Las Vegas,7/2/2019,1,82,90,31,24,17,18,,,200,36,67,5,7,13,19,2,27,29,27,13,8,14,4,90,87.36,87.36,103.021978022,95.039406583,2,WNBA 2019 Regular Season
82,Road,Chicago,7/2/2019,0,82,90,28,26,18,10,,,200,31,70,9,23,11,12,6,28,34,25,19,9,17,2,82,86.28,86.28,95.039406583,103.021978022,1,WNBA 2019 Regular Season
85,Home,Minnesota,7/2/2019,1,68,85,22,16,28,19,,,200,34,72,7,16,10,14,11,27,38,24,12,4,13,3,85,80.16,80.16,106.037924152,85.64231738,1,WNBA 2019 Regular Season
68,Road,Atlanta,7/2/2019,0,68,85,21,13,16,18,,,200,28,68,4,16,8,10,8,18,26,15,14,9,15,8,68,79.4,79.4,85.64231738,106.037924152,1,WNBA 2019 Regular Season
83,Home,Seattle,7/3/2019,0,84,83,18,22,30,13,,,200,30,70,8,24,15,20,12,22,34,20,14,9,15,4,83,81.8,81.8,101.466992665,102.790014684,2,WNBA 2019 Regular Season
84,Road,New York,7/3/2019,1,84,83,18,23,19,24,,,200,34,69,8,19,8,13,9,25,34,20,17,12,16,2,84,81.72,81.72,102.790014684,101.466992665,2,WNBA 2019 Regular Season
56,Home,Dallas,7/5/2019,0,76,56,14,16,13,13,,,200,22,69,4,25,8,11,11,19,30,17,14,5,9,3,56,71.84,71.84,77.951002227,108.015918135,3+,WNBA 2019 Regular Season
76,Road,Indiana,7/5/2019,1,76,56,16,21,18,21,,,200,28,59,5,15,15,19,7,31,38,19,10,6,10,3,76,70.36,70.36,108.015918135,77.951002227,3+,WNBA 2019 Regular Season
76,Home,Phoenix,7/5/2019,0,80,76,26,15,23,12,,,200,26,65,7,23,17,18,5,22,27,16,15,4,10,5,76,77.92,77.92,97.535934292,102.511532547,3+,WNBA 2019 Regular Season
80,Road,New York,7/5/2019,1,80,76,17,23,23,17,,,200,30,63,7,16,13,16,4,31,35,21,15,6,12,4,80,78.04,78.04,102.511532547,97.535934292,1,WNBA 2019 Regular Season
66,Home,Seattle,7/5/2019,0,77,66,13,11,14,28,,,200,24,66,7,27,11,16,12,23,35,14,11,9,19,4,66,80.04,80.04,82.458770615,98.364844149,1,WNBA 2019 Regular Season
77,Road,Atlanta,7/5/2019,1,77,66,15,17,24,21,,,200,29,69,8,20,11,12,11,26,37,20,16,9,15,3,77,78.28,78.28,98.364844149,82.458770615,2,WNBA 2019 Regular Season
71,Home,Connecticut,7/6/2019,0,74,71,20,23,15,13,,,200,29,73,6,19,7,12,14,22,36,20,14,7,18,9,71,82.28,82.28,86.290714633,98.143236074,3+,WNBA 2019 Regular Season
74,Road,Minnesota,7/6/2019,1,74,71,21,23,10,20,,,200,30,66,5,16,9,10,8,23,31,21,14,6,13,3,74,75.4,75.4,98.143236074,86.290714633,3+,WNBA 2019 Regular Season
78,Home,Chicago,7/7/2019,1,66,78,23,18,11,26,,,200,28,63,8,20,14,16,3,31,34,23,10,4,16,1,78,83.04,83.04,93.930635838,81.885856079,3+,WNBA 2019 Regular Season
66,Road,Dallas,7/7/2019,0,66,78,19,16,19,12,,,200,24,70,5,18,13,15,10,29,39,18,14,13,14,4,66,80.6,80.6,81.885856079,93.930635838,1,WNBA 2019 Regular Season
98,Home,Los Angeles,7/7/2019,1,81,98,29,22,23,24,,,200,36,74,16,31,10,12,7,32,39,24,15,4,6,5,98,78.28,78.28,125.191619826,98.348712967,3+,WNBA 2019 Regular Season
81,Road,Washington,7/7/2019,0,81,98,21,25,11,24,,,200,29,68,6,23,17,19,4,27,31,19,11,2,10,3,81,82.36,82.36,98.348712967,125.191619826,1,WNBA 2019 Regular Season
58,Home,New York,7/7/2019,0,90,58,12,20,13,13,,,200,22,74,6,22,8,8,12,20,32,15,21,5,19,5,58,84.52,84.52,68.622811169,106.990014265,1,WNBA 2019 Regular Season
90,Road,Las Vegas,7/7/2019,1,90,58,26,18,20,26,,,200,33,74,7,16,17,23,10,28,38,24,11,12,10,8,90,84.12,84.12,106.990014265,68.622811169,1,WNBA 2019 Regular Season
65,Home,Phoenix,7/7/2019,1,63,65,16,13,18,18,,,200,23,67,4,21,15,18,12,36,48,13,20,3,10,5,65,72.92,72.92,89.138782227,79.625884732,1,WNBA 2019 Regular Season
63,Road,Atlanta,7/7/2019,0,63,65,13,12,23,15,,,200,21,70,7,24,14,23,13,30,43,15,16,5,12,8,63,79.12,79.12,79.625884732,89.138782227,1,WNBA 2019 Regular Season
74,Home,Dallas,7/9/2019,1,62,74,16,21,18,19,,,200,29,62,6,14,10,10,8,21,29,12,10,12,15,6,74,73.4,73.4,100.817438692,79.405737705,1,WNBA 2019 Regular Season
62,Road,Los Angeles,7/9/2019,0,62,74,20,12,12,18,,,200,26,71,4,19,6,7,17,19,36,16,12,6,21,4,62,78.08,78.08,79.405737705,100.817438692,1,WNBA 2019 Regular Season
78,Home,Atlanta,7/10/2019,1,75,78,29,14,13,22,,,200,26,62,7,22,19,23,12,28,40,18,17,7,20,5,78,80.12,80.12,97.353969046,94.649167087,2,WNBA 2019 Regular Season
75,Road,Connecticut,7/10/2019,0,75,78,18,23,15,19,,,200,26,68,8,20,15,21,12,22,34,13,18,13,14,5,75,79.24,79.24,94.649167087,97.353969046,3+,WNBA 2019 Regular Season
72,Home,Chicago,7/10/2019,0,73,72,12,20,23,17,,,200,27,73,8,27,10,13,8,30,38,21,11,6,12,9,72,82.72,82.72,87.040618956,92.218292067,2,WNBA 2019 Regular Season
73,Road,Minnesota,7/10/2019,1,73,72,18,22,16,17,,,200,29,78,3,14,12,14,13,30,43,12,12,8,8,6,73,79.16,79.16,92.218292067,87.040618956,3+,WNBA 2019 Regular Season
71,Home,Indiana,7/10/2019,0,74,71,12,23,26,10,,,200,25,68,6,14,15,20,6,32,38,13,16,5,9,1,71,79.8,79.8,88.972431078,87.470449173,3+,WNBA 2019 Regular Season
74,Road,Las Vegas,7/10/2019,1,74,71,12,26,18,18,,,200,27,74,7,18,13,15,7,30,37,17,16,5,11,4,74,84.6,84.6,87.470449173,88.972431078,2,WNBA 2019 Regular Season
68,Home,Washington,7/10/2019,0,91,68,27,17,14,10,,,200,29,70,5,23,5,7,8,25,33,20,13,2,8,3,68,73.08,73.08,93.048713738,122.641509434,2,WNBA 2019 Regular Season
91,Road,Phoenix,7/10/2019,1,91,68,22,27,21,21,,,200,39,72,8,23,5,5,7,31,38,25,14,7,7,5,91,74.2,74.2,122.641509434,93.048713738,2,WNBA 2019 Regular Season
60,Home,Atlanta,7/12/2019,1,53,60,22,15,10,13,,,200,24,71,4,25,8,11,15,29,44,17,13,7,12,4,60,72.84,72.84,82.3723229,78.869047619,1,WNBA 2019 Regular Season
53,Road,Minnesota,7/12/2019,0,53,60,13,19,12,9,,,200,23,65,3,12,4,5,12,27,39,18,18,6,12,5,53,67.2,67.2,78.869047619,82.3723229,1,WNBA 2019 Regular Season
99,Home,Chicago,7/12/2019,1,83,99,27,28,24,20,,,200,38,70,5,12,18,24,5,30,35,30,18,7,12,4,99,87.56,87.56,113.065326633,96.511627907,1,WNBA 2019 Regular Season
83,Road,New York,7/12/2019,0,83,99,25,10,22,26,,,200,28,70,5,14,22,25,10,26,36,24,20,4,15,3,83,86,86,96.511627907,113.065326633,3+,WNBA 2019 Regular Season
79,Home,Connecticut,7/12/2019,1,64,79,17,13,27,22,,,200,33,76,6,24,7,11,15,30,45,19,16,7,14,2,79,79.84,79.84,98.947895792,85.015940489,1,WNBA 2019 Regular Season
64,Road,Phoenix,7/12/2019,0,64,79,17,19,12,16,,,200,26,63,2,16,10,12,6,20,26,18,15,4,13,3,64,75.28,75.28,85.015940489,98.947895792,1,WNBA 2019 Regular Season
84,Home,Indiana,7/12/2019,0,90,84,17,18,17,32,,,200,32,69,8,16,12,16,14,22,36,16,15,8,20,8,84,82.04,82.04,102.389078498,106.534090909,1,WNBA 2019 Regular Season
90,Road,Los Angeles,7/12/2019,1,90,84,23,22,31,14,,,200,34,78,7,22,15,17,13,18,31,23,13,16,12,2,90,84.48,84.48,106.534090909,102.389078498,2,WNBA 2019 Regular Season
95,Home,Seattle,7/12/2019,1,81,95,33,19,26,17,,,200,34,62,14,23,13,16,6,22,28,28,11,14,14,0,95,77.04,77.04,123.312564901,108.230892571,3+,WNBA 2019 Regular Season
81,Road,Dallas,7/12/2019,0,81,95,13,16,24,28,,,200,31,58,12,19,7,11,6,21,27,19,19,7,18,4,81,74.84,74.84,108.230892571,123.312564901,2,WNBA 2019 Regular Season
81,Home,Washington,7/13/2019,0,85,81,28,16,17,20,,,200,28,72,7,28,18,23,12,21,33,20,20,11,11,5,81,81.12,81.12,99.852071006,98.334104581,2,WNBA 2019 Regular Season
85,Road,Las Vegas,7/13/2019,1,85,81,16,27,18,24,,,200,30,70,4,12,21,26,11,30,41,20,19,9,16,2,85,86.44,86.44,98.334104581,99.852071006,2,WNBA 2019 Regular Season
71,Home,Atlanta,7/14/2019,0,76,71,12,18,19,15,7,,225,25,76,2,19,19,24,15,35,50,12,14,4,11,8,71,82.56,73.386666667,85.998062016,93.503937008,1,WNBA 2019 Regular Season
76,Road,Los Angeles,7/14/2019,1,76,71,16,16,18,14,12,,225,30,87,6,26,10,12,16,27,43,17,17,8,5,6,76,81.28,72.248888889,93.503937008,85.998062016,1,WNBA 2019 Regular Season
79,Home,Dallas,7/14/2019,0,89,79,20,26,13,20,,,200,27,71,4,18,21,25,11,24,35,13,18,6,7,5,79,78,78,101.282051282,116.370292887,1,WNBA 2019 Regular Season
89,Road,Chicago,7/14/2019,1,89,79,24,17,31,17,,,200,32,63,11,20,14,17,4,31,35,26,19,4,10,3,89,76.48,76.48,116.370292887,101.282051282,1,WNBA 2019 Regular Season
63,Home,Indiana,7/14/2019,0,76,63,15,15,13,20,,,200,23,62,0,16,17,21,8,27,35,15,12,7,14,3,63,77.24,77.24,81.563956499,100.052659294,1,WNBA 2019 Regular Season
76,Road,Connecticut,7/14/2019,1,76,63,20,19,23,14,,,200,30,67,10,22,6,9,8,25,33,21,20,8,13,4,76,75.96,75.96,100.052659294,81.563956499,1,WNBA 2019 Regular Season
75,Home,Minnesota,7/14/2019,1,62,75,23,13,20,19,,,200,32,75,3,10,8,9,15,33,48,18,16,8,18,4,75,81.96,81.96,91.508052709,81.621906266,1,WNBA 2019 Regular Season
62,Road,Phoenix,7/14/2019,0,62,75,19,16,11,16,,,200,24,62,6,19,8,9,3,21,24,13,13,11,13,6,62,75.96,75.96,81.621906266,91.508052709,1,WNBA 2019 Regular Season
78,Home,Seattle,7/14/2019,1,69,78,27,16,23,12,,,200,30,71,13,34,5,6,11,23,34,19,24,12,16,4,78,78.64,78.64,99.186164802,86.858006042,1,WNBA 2019 Regular Season
69,Road,New York,7/14/2019,0,69,78,20,10,13,26,,,200,21,57,4,16,23,26,8,20,28,15,13,10,19,2,69,79.44,79.44,86.858006042,99.186164802,1,WNBA 2019 Regular Season
77,Home,Chicago,7/17/2019,1,76,77,13,23,21,20,,,200,29,69,6,22,13,17,9,34,43,19,14,5,17,9,77,84.48,84.48,91.145833333,86.877000457,2,WNBA 2019 Regular Season
76,Road,Atlanta,7/17/2019,0,76,77,23,23,16,14,,,200,27,80,6,22,16,17,8,31,39,20,18,12,8,2,76,87.48,87.48,86.877000457,91.145833333,2,WNBA 2019 Regular Season
79,Home,Minnesota,7/17/2019,0,90,79,16,24,14,25,,,200,32,76,7,20,8,9,11,19,30,26,14,9,13,0,79,81.96,81.96,96.388482186,111.496531219,2,WNBA 2019 Regular Season
90,Road,Seattle,7/17/2019,1,90,79,26,24,21,19,,,200,33,62,12,25,12,13,6,27,33,21,14,11,19,8,90,80.72,80.72,111.496531219,96.388482186,2,WNBA 2019 Regular Season
69,Home,Phoenix,7/17/2019,1,64,69,21,10,18,20,,,200,23,59,4,11,19,24,5,32,37,14,10,4,7,5,69,71.56,71.56,96.422582448,87.719298246,2,WNBA 2019 Regular Season
64,Road,Dallas,7/17/2019,0,64,69,17,17,12,18,,,200,26,75,5,23,7,9,13,27,40,13,20,3,7,1,64,72.96,72.96,87.719298246,96.422582448,2,WNBA 2019 Regular Season
69,Home,Los Angeles,7/18/2019,1,64,69,16,16,24,13,,,200,23,60,4,12,19,21,8,23,31,13,14,9,11,1,69,72.24,72.24,95.514950166,88.64265928,3+,WNBA 2019 Regular Season
64,Road,Dallas,7/18/2019,0,64,69,20,22,9,13,,,200,27,69,5,17,5,5,14,27,41,21,20,7,15,3,64,72.2,72.2,88.64265928,95.514950166,B2B,WNBA 2019 Regular Season
98,Home,Connecticut,7/19/2019,1,69,98,29,20,19,30,,,200,38,78,11,26,11,16,12,28,40,24,20,9,8,2,98,81.04,81.04,120.927936821,89.470954357,3+,WNBA 2019 Regular Season
69,Road,Atlanta,7/19/2019,0,69,98,25,15,11,18,,,200,22,58,7,23,18,23,5,24,29,11,14,6,14,5,69,77.12,77.12,89.470954357,120.927936821,1,WNBA 2019 Regular Season
88,Home,Indiana,7/19/2019,0,95,88,15,22,19,25,7,,225,32,78,6,17,18,21,12,31,43,16,14,4,12,2,88,87.24,77.546666667,100.871160018,113.636363636,3+,WNBA 2019 Regular Season
95,Road,Washington,7/19/2019,1,95,88,21,20,17,23,14,,225,37,78,10,28,11,15,9,26,35,24,19,5,8,6,95,83.6,74.311111111,113.636363636,100.871160018,3+,WNBA 2019 Regular Season
69,Home,Seattle,7/19/2019,1,66,69,21,22,12,14,,,200,20,72,9,26,20,20,8,26,34,15,17,18,14,8,69,86.8,86.8,79.493087558,78.422053232,1,WNBA 2019 Regular Season
66,Road,Las Vegas,7/19/2019,0,66,69,13,22,14,17,,,200,26,62,5,11,9,14,5,29,34,16,16,7,21,9,66,84.16,84.16,78.422053232,79.493087558,3+,WNBA 2019 Regular Season
66,Home,Dallas,7/20/2019,0,70,66,19,13,21,13,,,200,23,69,7,23,13,14,12,30,42,12,26,1,14,6,66,77.16,77.16,85.536547434,85.616438356,3IN4,WNBA 2019 Regular Season
70,Road,Phoenix,7/20/2019,1,70,66,19,17,13,21,,,200,19,66,6,20,26,29,8,27,35,13,18,6,11,4,70,81.76,81.76,85.616438356,85.536547434,2,WNBA 2019 Regular Season
83,Home,New York,7/20/2019,1,78,83,19,25,17,22,,,200,24,52,8,11,27,39,4,27,31,17,25,7,15,3,83,80.16,80.16,103.542914172,99.948744234,3+,WNBA 2019 Regular Season
78,Road,Los Angeles,7/20/2019,0,78,83,12,25,17,24,,,200,28,65,10,25,12,16,5,21,26,18,27,7,11,6,78,78.04,78.04,99.948744234,103.542914172,1,WNBA 2019 Regular Season
78,Home,Chicago,7/21/2019,1,70,78,15,12,26,25,,,200,28,63,8,22,14,18,11,29,40,22,12,3,18,5,78,77.92,77.92,100.102669405,82.938388626,3+,WNBA 2019 Regular Season
70,Road,Indiana,7/21/2019,0,70,78,13,23,16,18,,,200,29,84,6,17,6,10,15,25,40,16,19,10,11,4,70,84.4,84.4,82.938388626,100.102669405,1,WNBA 2019 Regular Season
79,Home,Las Vegas,7/21/2019,1,74,79,29,10,15,25,,,200,28,62,6,18,17,22,6,27,33,22,15,7,18,2,79,83.68,83.68,94.407265774,87.223008015,1,WNBA 2019 Regular Season
74,Road,Minnesota,7/21/2019,0,74,79,25,12,17,20,,,200,31,68,4,14,8,11,6,26,32,20,19,12,18,5,74,84.84,84.84,87.223008015,94.407265774,3+,WNBA 2019 Regular Season
93,Home,Washington,7/21/2019,1,65,93,24,21,29,19,,,200,31,67,12,26,19,21,8,27,35,24,15,8,11,5,93,79.24,79.24,117.364967188,82.697201018,1,WNBA 2019 Regular Season
65,Road,Atlanta,7/21/2019,0,65,93,15,16,21,13,,,200,24,65,6,14,11,15,8,21,29,15,19,4,15,2,65,78.6,78.6,82.697201018,117.364967188,1,WNBA 2019 Regular Season
66,Home,Atlanta,7/23/2019,0,78,66,17,15,19,15,,,200,26,67,2,21,12,13,9,21,30,17,15,9,12,2,66,75.72,75.72,87.163232964,105.97826087,1,WNBA 2019 Regular Season
78,Road,Los Angeles,7/23/2019,1,78,66,16,14,16,32,,,200,28,65,9,19,13,15,11,27,38,22,16,10,13,5,78,73.6,73.6,105.97826087,87.163232964,2,WNBA 2019 Regular Season
79,Home,Las Vegas,7/23/2019,1,62,79,20,16,19,24,,,200,27,69,9,20,16,20,15,24,39,20,19,11,10,6,79,72.8,72.8,108.516483516,83.243823845,1,WNBA 2019 Regular Season
62,Road,Seattle,7/23/2019,0,62,79,21,14,13,14,,,200,21,60,9,21,11,17,11,25,36,14,17,5,18,3,62,74.48,74.48,83.243823845,108.516483516,3+,WNBA 2019 Regular Season
95,Home,Phoenix,7/23/2019,1,77,95,20,24,23,28,,,200,33,62,12,21,17,17,4,23,27,28,15,6,13,3,95,78.48,78.48,121.049949032,100.943890928,2,WNBA 2019 Regular Season
77,Road,Indiana,7/23/2019,0,77,95,21,22,18,16,,,200,30,61,8,16,9,12,3,20,23,15,17,4,13,1,77,76.28,76.28,100.943890928,121.049949032,1,WNBA 2019 Regular Season
70,Home,Connecticut,7/24/2019,1,63,70,18,18,14,20,,,200,27,76,6,17,10,17,13,31,44,19,18,8,11,2,70,81.48,81.48,85.910652921,80.976863753,3+,WNBA 2019 Regular Season
63,Road,New York,7/24/2019,0,63,70,15,24,7,17,,,200,21,63,7,23,14,20,10,30,40,18,22,5,16,8,63,77.8,77.8,80.976863753,85.910652921,3+,WNBA 2019 Regular Season
71,Home,Minnesota,7/24/2019,0,79,71,16,16,21,18,,,200,30,69,7,18,4,4,12,26,38,19,14,8,18,3,71,76.76,76.76,92.496091714,95.641646489,2,WNBA 2019 Regular Season
79,Road,Washington,7/24/2019,1,79,71,26,18,21,14,,,200,30,67,8,23,11,15,5,20,25,18,13,12,14,4,79,82.6,82.6,95.641646489,92.496091714,2,WNBA 2019 Regular Season
100,Home,Connecticut,7/30/2019,1,94,100,28,29,25,18,,,200,37,74,10,25,16,21,10,27,37,29,22,6,16,4,100,89.24,89.24,112.057373375,105.475763016,3+,WNBA 2019 Regular Season
94,Road,Chicago,7/30/2019,0,94,100,26,17,20,31,,,200,33,73,10,29,18,23,8,23,31,26,20,6,14,3,94,89.12,89.12,105.475763016,112.057373375,3+,WNBA 2019 Regular Season
86,Home,Las Vegas,7/30/2019,1,54,86,24,18,25,19,,,200,30,64,8,13,18,23,5,36,41,27,14,13,10,4,86,79.12,79.12,108.695652174,67.669172932,3+,WNBA 2019 Regular Season
54,Road,Dallas,7/30/2019,0,54,86,13,14,11,16,,,200,18,63,6,20,12,20,10,29,39,11,22,4,18,4,54,79.8,79.8,67.669172932,108.695652174,3+,WNBA 2019 Regular Season
99,Home,Washington,7/30/2019,1,93,99,21,27,30,21,,,200,40,75,11,28,8,10,10,23,33,21,13,6,8,4,99,77.4,77.4,127.906976744,113.970588235,3+,WNBA 2019 Regular Season
93,Road,Phoenix,7/30/2019,0,93,99,13,25,23,32,,,200,35,68,9,23,14,15,3,23,26,29,17,4,10,3,93,81.6,81.6,113.970588235,127.906976744,3+,WNBA 2019 Regular Season
61,Home,Indiana,7/31/2019,1,59,61,13,19,17,12,,,200,20,65,2,16,19,26,7,36,43,14,17,11,15,4,61,84.44,84.44,72.240644244,68.925233645,3+,WNBA 2019 Regular Season
59,Road,Atlanta,7/31/2019,0,59,61,11,14,17,17,,,200,22,76,5,23,10,15,12,32,44,17,21,7,15,5,59,85.6,85.6,68.925233645,72.240644244,3+,WNBA 2019 Regular Season
68,Home,Connecticut,8/1/2019,1,62,68,20,12,15,21,,,200,26,71,5,17,11,14,12,28,40,18,15,13,16,0,68,81.16,81.16,83.785115821,78.52077001,1,WNBA 2019 Regular Season
62,Road,Phoenix,8/1/2019,0,62,68,20,16,9,17,,,200,25,63,5,20,7,9,6,23,29,15,11,8,18,9,62,78.96,78.96,78.52077001,83.785115821,1,WNBA 2019 Regular Season
87,Home,Dallas,8/1/2019,1,64,87,25,30,23,9,,,200,30,64,7,22,20,24,9,24,33,24,21,13,18,6,87,83.56,83.56,104.116802298,77.108433735,1,WNBA 2019 Regular Season
64,Road,New York,8/1/2019,0,64,87,24,13,11,16,,,200,20,57,4,13,20,25,6,21,27,15,26,10,21,2,64,83,83,77.108433735,104.116802298,3+,WNBA 2019 Regular Season
76,Home,Los Angeles,8/1/2019,1,68,76,24,16,23,13,,,200,30,71,9,26,7,7,5,28,33,19,18,7,12,7,76,81.08,81.08,93.734583128,82.444228904,3+,WNBA 2019 Regular Season
68,Road,Las Vegas,8/1/2019,0,68,76,15,25,20,8,,,200,25,71,5,17,13,17,10,29,39,17,13,7,14,4,68,82.48,82.48,82.444228904,93.734583128,1,WNBA 2019 Regular Season
79,Home,Seattle,8/2/2019,0,99,79,12,22,26,19,,,200,30,75,3,22,16,20,11,18,29,18,14,8,8,4,79,80.8,80.8,97.772277228,127.97311272,3+,WNBA 2019 Regular Season
99,Road,Washington,8/2/2019,1,99,79,23,25,30,21,,,200,34,62,13,22,18,19,7,30,37,22,17,4,14,4,99,77.36,77.36,127.97311272,97.772277228,2,WNBA 2019 Regular Season
75,Home,Atlanta,8/3/2019,0,87,75,25,17,13,20,,,200,26,75,8,28,15,21,8,27,35,12,14,11,14,5,75,90.24,90.24,83.111702128,98.416289593,2,WNBA 2019 Regular Season
87,Road,Chicago,8/3/2019,1,87,75,17,29,19,22,,,200,34,69,11,25,8,10,5,34,39,29,15,7,20,6,87,88.4,88.4,98.416289593,83.111702128,3+,WNBA 2019 Regular Season
70,Home,Dallas,8/3/2019,0,75,70,15,22,17,16,,,200,27,70,10,18,6,8,7,20,27,18,21,11,13,6,70,79.52,79.52,88.028169014,91.731898239,1,WNBA 2019 Regular Season
75,Road,Las Vegas,8/3/2019,1,75,70,21,21,10,23,,,200,24,60,7,16,20,29,8,27,35,14,9,7,17,2,75,81.76,81.76,91.731898239,88.028169014,1,WNBA 2019 Regular Season
86,Home,Indiana,8/3/2019,1,75,86,19,19,29,19,,,200,34,71,7,23,11,11,10,18,28,22,17,10,14,2,86,79.84,79.84,107.715430862,89.584328715,2,WNBA 2019 Regular Season
75,Road,Minnesota,8/3/2019,0,75,86,23,25,11,16,,,200,31,63,2,11,11,13,6,18,24,20,21,9,21,2,75,83.72,83.72,89.584328715,107.715430862,3+,WNBA 2019 Regular Season
83,Home,Los Angeles,8/4/2019,1,75,83,27,23,20,13,,,200,32,61,6,20,13,15,5,26,31,23,12,10,16,5,83,78.6,78.6,105.597964377,89.670014347,2,WNBA 2019 Regular Season
75,Road,Seattle,8/4/2019,0,75,83,24,17,15,19,,,200,30,70,9,19,6,6,8,20,28,21,19,11,19,0,75,83.64,83.64,89.670014347,105.597964377,1,WNBA 2019 Regular Season
79,Home,New York,8/4/2019,0,94,79,16,22,19,22,,,200,31,71,4,22,13,15,8,25,33,20,21,4,17,5,79,86.6,86.6,91.224018476,117.5,2,WNBA 2019 Regular Season
94,Road,Connecticut,8/4/2019,1,94,79,29,24,18,23,,,200,32,69,11,26,19,25,9,26,35,25,15,11,9,3,94,80,80,117.5,91.224018476,2,WNBA 2019 Regular Season
103,Home,Phoenix,8/4/2019,1,82,103,28,32,22,21,,,200,39,67,12,24,13,13,4,28,32,28,16,4,10,5,103,78.72,78.72,130.843495935,106.882168926,2,WNBA 2019 Regular Season
82,Road,Washington,8/4/2019,0,82,103,23,20,19,20,,,200,32,74,6,20,12,13,10,21,31,23,15,4,7,3,82,76.72,76.72,106.882168926,130.843495935,1,WNBA 2019 Regular Season
70,Home,Las Vegas,8/5/2019,0,99,70,18,18,23,11,,,200,28,72,6,13,8,9,9,17,26,22,17,3,11,1,70,77.96,77.96,89.789635711,129.040667362,2,WNBA 2019 Regular Season
99,Road,Washington,8/5/2019,1,99,70,30,21,24,24,,,200,40,73,10,29,9,13,11,26,37,28,17,4,9,5,99,76.72,76.72,129.040667362,89.789635711,3+,WNBA 2019 Regular Season
69,Home,Atlanta,8/6/2019,0,85,69,18,23,16,12,,,200,21,63,6,25,21,25,8,28,36,10,22,5,18,7,69,84,84,82.142857143,103.810454323,2,WNBA 2019 Regular Season
85,Road,Minnesota,8/6/2019,1,85,69,18,23,14,30,,,200,29,73,6,20,21,27,13,32,45,22,16,10,10,3,85,81.88,81.88,103.810454323,82.142857143,2,WNBA 2019 Regular Season
101,Home,Chicago,8/7/2019,1,92,101,21,21,17,42,,,200,35,76,5,22,26,31,10,22,32,24,9,8,8,3,101,87.64,87.64,115.244180739,103.931314957,3+,WNBA 2019 Regular Season
92,Road,New York,8/7/2019,0,92,101,24,25,11,32,,,200,38,75,11,27,5,8,6,28,34,30,26,4,16,9,92,88.52,88.52,103.931314957,115.244180739,2,WNBA 2019 Regular Season
84,Home,Los Angeles,8/8/2019,1,74,84,25,19,18,22,,,200,31,63,10,23,12,15,5,25,30,22,21,8,13,2,84,77.6,77.6,108.24742268,97.522403795,3+,WNBA 2019 Regular Season
